일자,년,월,일,요일,휴일전날,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,식사가능자수,중식계,석식계,중식참여율,석식참여율,체감온도(중식),불쾌지수(중식),우산(중식),체감온도(석식),불쾌지수(석식),우산(석식),코로나신규확진자,거리두기단계
2017-07-19,2017,7,19,2,0,2839,79,259,0,0,2501,830,457,0.3318672530987605,0.18272690923630547,34.0,80,0,34.0,80,0,0,0.0
2017-07-20,2017,7,20,3,0,2839,90,278,270,0,2471,750,429,0.3035208417644678,0.1736139214892756,34.8,83,0,34.8,83,0,0,0.0
2017-07-21,2017,7,21,4,0,2839,206,301,46,0,2332,648,410,0.27787307032590053,0.1758147512864494,37.5,84,0,37.5,84,0,0,0.0
2017-07-24,2017,7,24,0,0,2839,237,211,401,0,2391,1119,486,0.46800501882057716,0.20326223337515684,36.3,84,0,36.3,84,0,0,0.0
2017-07-25,2017,7,25,1,0,2839,214,243,272,0,2382,827,514,0.34718723761544923,0.21578505457598657,31.9,82,1,31.9,82,1,0,0.0
2017-07-26,2017,7,26,2,0,2839,254,246,0,0,2339,797,0,0.34074390765284307,0.0,31.8,77,0,31.8,77,0,0,0.0
2017-07-27,2017,7,27,3,0,2839,334,240,221,0,2265,804,486,0.35496688741721855,0.21456953642384105,33.1,77,0,33.1,77,0,0,0.0
2017-07-28,2017,7,28,4,0,2839,419,264,46,0,2156,501,459,0.2323747680890538,0.21289424860853431,34.3,80,0,34.3,80,0,0,0.0
2017-07-31,2017,7,31,0,0,2839,524,156,192,0,2159,945,455,0.43770264011116256,0.2107457156090783,32.3,80,0,32.3,80,0,0,0.0
2017-08-01,2017,8,1,1,0,2645,466,181,320,0,1998,745,509,0.37287287287287285,0.25475475475475473,32.5,80,0,32.5,80,0,0,0.0
2017-08-02,2017,8,2,2,0,2645,454,188,0,0,2003,799,337,0.39890164752870694,0.16824762855716424,30.9,79,0,30.9,79,0,0,0.0
2017-08-03,2017,8,3,3,0,2645,451,207,301,0,1987,776,401,0.3905385002516356,0.20181177654755914,32.6,79,0,32.6,79,0,0,0.0
2017-08-04,2017,8,4,4,0,2645,544,238,55,0,1863,668,354,0.35856146001073536,0.19001610305958133,35.0,82,0,35.0,82,0,0,0.0
2017-08-07,2017,8,7,0,0,2645,428,168,351,0,2049,1078,497,0.5261102977061981,0.2425573450463641,37.5,83,0,37.5,83,0,0,0.0
2017-08-08,2017,8,8,1,0,2645,414,207,350,0,2024,842,445,0.4160079051383399,0.2198616600790514,34.4,81,0,34.4,81,0,0,0.0
2017-08-09,2017,8,9,2,0,2645,428,210,0,0,2007,946,372,0.471350274040857,0.18535127055306427,29.4,78,0,29.4,78,0,0,0.0
2017-08-10,2017,8,10,3,0,2645,438,228,292,0,1979,777,438,0.39262253663466395,0.22132390096008084,33.7,81,0,33.7,81,0,0,0.0
2017-08-11,2017,8,11,4,0,2645,566,240,66,0,1839,710,393,0.3860793909733551,0.2137030995106036,33.6,80,0,33.6,80,0,0,0.0
2017-08-14,2017,8,14,0,1,2645,863,131,114,0,1651,692,275,0.41913991520290733,0.1665657177468201,23.7,70,1,23.7,70,1,0,0.0
2017-08-16,2017,8,16,2,0,2645,403,180,0,0,2062,973,433,0.47187196896217265,0.20999030067895247,30.9,79,0,30.9,79,0,0,0.0
2017-08-17,2017,8,17,3,0,2645,357,221,380,0,2067,823,507,0.39816158684083214,0.24528301886792453,31.4,78,0,31.4,78,0,0,0.0
2017-08-18,2017,8,18,4,0,2645,396,272,61,0,1977,731,484,0.3697521497218007,0.24481537683358623,32.3,79,0,32.3,79,0,0,0.0
2017-08-21,2017,8,21,0,0,2645,74,169,618,0,2402,1232,673,0.5129059117402165,0.2801831806827644,30.1,79,1,30.1,79,1,0,0.0
2017-08-22,2017,8,22,1,0,2645,74,213,484,0,2358,1053,604,0.44656488549618323,0.2561492790500424,29.6,79,1,29.6,79,1,0,0.0
2017-08-23,2017,8,23,2,0,2645,72,215,0,0,2358,953,537,0.40415606446140795,0.227735368956743,34.2,82,0,34.2,82,0,0,0.0
2017-08-24,2017,8,24,3,0,2645,78,259,344,0,2308,843,489,0.3652512998266898,0.21187175043327555,33.6,81,0,33.6,81,0,0,0.0
2017-08-25,2017,8,25,4,0,2645,164,310,55,0,2171,594,354,0.27360663288807,0.1630584983878397,31.8,78,0,31.8,78,0,0,0.0
2017-08-28,2017,8,28,0,0,2645,169,225,337,0,2251,1191,514,0.5290981785872946,0.22834295868502888,31.0,76,0,31.0,76,0,0,0.0
2017-08-29,2017,8,29,1,0,2645,121,260,294,0,2264,877,609,0.3873674911660777,0.26899293286219084,32.1,76,0,32.1,76,0,0,0.0
2017-08-30,2017,8,30,2,0,2645,116,270,0,0,2259,898,395,0.3975210270030987,0.17485613103142983,26.1,68,0,26.1,68,0,0,0.0
2017-08-31,2017,8,31,3,0,2645,110,281,189,0,2254,852,487,0.3779946761313221,0.2160603371783496,29.1,72,0,29.1,72,0,0,0.0
2017-09-01,2017,9,1,4,0,2642,177,303,45,0,2162,663,0,0.3066604995374653,0.0,28.2,72,0,28.2,72,0,0,0.0
2017-09-04,2017,9,4,0,0,2642,113,243,416,0,2286,1168,581,0.510936132983377,0.2541557305336833,27.1,71,0,27.1,71,0,0,0.0
2017-09-05,2017,9,5,1,0,2642,74,265,390,0,2303,924,518,0.4012158054711246,0.22492401215805471,25.5,70,0,25.5,70,0,0,0.0
2017-09-06,2017,9,6,2,0,2642,69,275,0,0,2298,922,503,0.4012184508268059,0.21888598781549173,25.1,71,0,25.1,71,0,0,0.0
2017-09-07,2017,9,7,3,0,2642,78,279,358,0,2285,926,455,0.40525164113785556,0.19912472647702406,24.1,68,0,24.1,68,0,0,0.0
2017-09-08,2017,9,8,4,0,2642,155,305,66,0,2182,662,494,0.30339138405132904,0.22639780018331807,29.7,73,0,29.7,73,0,0,0.0
2017-09-11,2017,9,11,0,0,2642,101,203,478,0,2338,1350,510,0.5774165953806673,0.21813515825491872,23.2,68,1,23.2,68,1,0,0.0
2017-09-12,2017,9,12,1,0,2642,72,242,430,0,2328,993,540,0.4265463917525773,0.23195876288659795,29.9,74,0,29.9,74,0,0,0.0
2017-09-13,2017,9,13,2,0,2642,57,253,0,0,2332,945,476,0.40523156089193824,0.20411663807890223,28.6,71,0,28.6,71,0,0,0.0
2017-09-14,2017,9,14,3,0,2642,68,291,317,0,2283,860,437,0.37669732807709155,0.19141480508103373,27.8,71,0,27.8,71,0,0,0.0
2017-09-15,2017,9,15,4,0,2642,198,290,70,0,2154,602,454,0.27948003714020425,0.2107706592386258,25.6,69,0,25.6,69,0,0,0.0
2017-09-18,2017,9,18,0,0,2642,93,220,501,0,2329,1214,552,0.5212537569772434,0.23701159295835122,28.3,72,0,28.3,72,0,0,0.0
2017-09-19,2017,9,19,1,0,2642,49,246,432,0,2347,958,567,0.4081806561567959,0.2415850021303792,28.4,73,0,28.4,73,0,0,0.0
2017-09-20,2017,9,20,2,0,2642,62,279,0,0,2301,890,411,0.3867883528900478,0.17861799217731422,26.5,70,0,26.5,70,0,0,0.0
2017-09-21,2017,9,21,3,0,2642,70,280,334,0,2292,820,546,0.35776614310645727,0.23821989528795812,25.9,69,0,25.9,69,0,0,0.0
2017-09-22,2017,9,22,4,0,2642,174,291,67,0,2177,735,490,0.33762057877813506,0.22508038585209003,26.4,70,0,26.4,70,0,0,0.0
2017-09-25,2017,9,25,0,0,2642,97,258,385,0,2287,1099,592,0.4805421950153039,0.2588543944031482,28.9,73,0,28.9,73,0,0,0.0
2017-09-26,2017,9,26,1,0,2642,81,261,342,0,2300,902,573,0.39217391304347826,0.24913043478260868,28.6,72,0,28.6,72,0,0,0.0
2017-09-27,2017,9,27,2,0,2642,70,265,0,0,2307,1023,0,0.4434330299089727,0.0,20.3,64,1,20.3,64,1,0,0.0
2017-09-28,2017,9,28,3,0,2642,102,263,202,0,2277,589,473,0.25867369345630215,0.20772946859903382,27.3,71,0,27.3,71,0,0,0.0
2017-09-29,2017,9,29,4,0,2642,214,248,22,0,2180,760,0,0.3486238532110092,0.0,22.5,64,0,22.5,64,0,0,0.0
2017-10-10,2017,10,10,1,0,2645,105,209,641,0,2331,1265,746,0.5426855426855427,0.32003432003432003,28.2,73,0,28.2,73,0,0,0.0
2017-10-11,2017,10,11,2,0,2645,60,250,0,0,2335,1109,613,0.4749464668094218,0.26252676659528906,25.4,70,0,25.4,70,0,0,0.0
2017-10-12,2017,10,12,3,0,2645,46,269,1017,0,2330,989,626,0.4244635193133047,0.2686695278969957,17.3,58,1,17.3,58,1,0,0.0
2017-10-13,2017,10,13,4,0,2645,63,268,86,0,2314,1015,628,0.43863439930855663,0.2713915298184961,20.4,62,0,20.4,62,0,0,0.0
2017-10-16,2017,10,16,0,0,2645,90,225,464,0,2330,1173,497,0.5034334763948498,0.21330472103004292,19.6,62,0,19.6,62,0,0,0.0
2017-10-17,2017,10,17,1,0,2645,56,258,453,0,2331,848,555,0.3637923637923638,0.23809523809523808,20.4,63,0,20.4,63,0,0,0.0
2017-10-18,2017,10,18,2,0,2645,45,270,0,0,2330,814,490,0.34935622317596565,0.21030042918454936,19.3,62,0,19.3,62,0,0,0.0
2017-10-19,2017,10,19,3,0,2645,67,282,341,0,2296,901,514,0.39242160278745647,0.22386759581881532,21.8,64,0,21.8,64,0,0,0.0
2017-10-20,2017,10,20,4,0,2645,190,301,53,0,2154,533,416,0.24744661095636025,0.19312906220984216,22.9,66,0,22.9,66,0,0,0.0
2017-10-23,2017,10,23,0,0,2645,116,250,435,0,2279,1115,538,0.48924967090829313,0.2360684510750329,19.4,61,0,19.4,61,0,0,0.0
2017-10-24,2017,10,24,1,0,2645,65,258,400,0,2322,1037,439,0.44659776055124895,0.18906115417743324,15.3,56,1,15.3,56,1,0,0.0
2017-10-25,2017,10,25,2,0,2645,75,289,0,0,2281,786,0,0.34458570802279703,0.0,19.7,61,0,19.7,61,0,0,0.0
2017-10-26,2017,10,26,3,0,2645,101,302,251,0,2242,824,405,0.36752899197145406,0.18064228367528992,17.8,59,0,17.8,59,0,0,0.0
2017-10-27,2017,10,27,4,0,2645,210,309,57,0,2126,567,327,0.2666980244590781,0.15380997177798683,21.1,63,0,21.1,63,0,0,0.0
2017-10-30,2017,10,30,0,0,2645,124,250,374,0,2271,1150,589,0.5063848524878908,0.25935711140466755,15.7,57,0,15.7,57,0,0,0.0
2017-10-31,2017,10,31,1,0,2645,63,290,238,0,2292,955,503,0.4166666666666667,0.2194589877835951,15.9,57,0,15.9,57,0,0,0.0
2017-11-01,2017,11,1,2,0,2644,63,279,0,0,2302,815,424,0.3540399652476108,0.1841876629018245,17.6,59,0,17.6,59,0,0,0.0
2017-11-02,2017,11,2,3,0,2644,53,304,333,0,2287,854,469,0.3734149540883253,0.20507214691735898,18.6,60,0,18.6,60,0,0,0.0
2017-11-03,2017,11,3,4,0,2644,173,304,58,0,2167,644,406,0.297185048454084,0.1873557914167051,20.5,63,0,20.5,63,0,0,0.0
2017-11-06,2017,11,6,0,0,2644,93,244,452,0,2307,1167,451,0.505851755526658,0.1954919809276116,16.0,57,0,16.0,57,0,0,0.0
2017-11-07,2017,11,7,1,0,2644,75,268,462,0,2301,943,522,0.4098218166014776,0.22685788787483702,19.4,61,0,19.4,61,0,0,0.0
2017-11-08,2017,11,8,2,0,2644,60,276,0,0,2308,780,397,0.3379549393414211,0.1720103986135182,22.6,65,0,22.6,65,0,0,0.0
2017-11-09,2017,11,9,3,0,2644,90,287,347,0,2267,797,414,0.35156594618438464,0.18262020291133657,17.4,59,0,17.4,59,0,0,0.0
2017-11-10,2017,11,10,4,0,2644,184,292,56,0,2168,630,397,0.29059040590405905,0.1831180811808118,20.1,62,0,20.1,62,0,0,0.0
2017-11-13,2017,11,13,0,0,2644,107,240,525,0,2297,1017,547,0.4427514148889856,0.23813670004353504,16.0,57,0,16.0,57,0,0,0.0
2017-11-14,2017,11,14,1,0,2644,78,269,388,0,2297,924,515,0.40226382237701347,0.2242054854157597,18.5,59,0,18.5,59,0,0,0.0
2017-11-15,2017,11,15,2,0,2644,87,276,0,0,2281,895,363,0.39237176676896096,0.15914072775098642,13.7,55,0,13.7,55,0,0,0.0
2017-11-16,2017,11,16,3,0,2644,129,283,347,0,2232,736,437,0.32974910394265233,0.19578853046594982,11.2,51,0,11.2,51,0,0,0.0
2017-11-17,2017,11,17,4,0,2644,213,311,58,0,2120,640,332,0.3018867924528302,0.15660377358490565,11.5,52,0,11.5,52,0,0,0.0
2017-11-20,2017,11,20,0,0,2644,107,237,517,0,2300,1115,569,0.48478260869565215,0.24739130434782608,10.4,51,0,10.4,51,0,0,0.0
2017-11-21,2017,11,21,1,0,2644,77,256,435,0,2311,954,486,0.4128083080917352,0.21029857204673302,11.1,51,0,11.1,51,0,0,0.0
2017-11-22,2017,11,22,2,0,2644,64,277,0,0,2303,817,424,0.35475466782457665,0.18410768562744248,10.7,50,0,10.7,50,0,0,0.0
2017-11-23,2017,11,23,3,0,2644,122,288,305,0,2234,758,433,0.3393017009847807,0.19382273948075202,8.9,50,0,8.9,50,0,0,0.0
2017-11-24,2017,11,24,4,0,2644,210,303,63,0,2131,563,378,0.2641952135147818,0.17738151102768654,8.7,51,0,8.7,51,0,0,0.0
2017-11-27,2017,11,27,0,0,2644,132,262,402,0,2250,1065,483,0.47333333333333333,0.21466666666666667,12.1,52,0,12.1,52,0,0,0.0
2017-11-28,2017,11,28,1,0,2644,112,265,347,0,2267,929,517,0.4097926775474195,0.22805469783855314,16.5,57,0,16.5,57,0,0,0.0
2017-11-29,2017,11,29,2,0,2644,78,261,0,0,2305,903,0,0.39175704989154014,0.0,17.3,58,0,17.3,58,0,0,0.0
2017-11-30,2017,11,30,3,0,2644,97,267,256,0,2280,781,511,0.3425438596491228,0.22412280701754386,9.5,52,0,9.5,52,0,0,0.0
2017-12-01,2017,12,1,4,0,2665,243,268,136,0,2154,660,381,0.3064066852367688,0.17688022284122562,6.1,48,0,6.1,48,0,0,0.0
2017-12-04,2017,12,4,0,0,2665,117,206,868,0,2342,1142,625,0.48761742100768574,0.266865926558497,10.3,51,0,10.3,51,0,0,0.0
2017-12-05,2017,12,5,1,0,2665,60,225,871,0,2380,939,571,0.3945378151260504,0.23991596638655463,3.7,45,0,3.7,45,0,0,0.0
2017-12-06,2017,12,6,2,0,2665,78,254,0,0,2333,860,414,0.36862408915559364,0.17745392198885554,7.4,46,0,7.4,46,0,0,0.0
2017-12-07,2017,12,7,3,0,2665,98,270,608,0,2297,740,509,0.3221593382673052,0.22159338267305181,9.8,49,0,9.8,49,0,0,0.0
2017-12-08,2017,12,8,4,0,2665,169,304,141,0,2192,682,407,0.31113138686131386,0.18567518248175183,3.2,45,0,3.2,45,0,0,0.0
2017-12-11,2017,12,11,0,0,2665,93,219,748,0,2353,1165,536,0.4951126221844454,0.22779430514237145,4.4,46,0,4.4,46,0,0,0.0
2017-12-12,2017,12,12,1,0,2665,73,237,604,0,2355,884,641,0.3753715498938429,0.2721868365180467,0.3,42,0,0.3,42,0,0,0.0
2017-12-13,2017,12,13,2,0,2665,67,246,0,0,2352,978,430,0.41581632653061223,0.1828231292517007,1.6,45,0,1.6,45,0,0,0.0
2017-12-14,2017,12,14,3,0,2665,105,266,309,0,2294,875,405,0.3814298169136879,0.17654751525719267,3.8,44,0,3.8,44,0,0,0.0
2017-12-15,2017,12,15,4,0,2665,208,288,48,0,2169,618,426,0.28492392807745504,0.19640387275242047,7.0,48,0,7.0,48,0,0,0.0
2017-12-18,2017,12,18,0,0,2665,140,230,156,0,2295,1149,418,0.5006535947712418,0.18213507625272332,5.8,44,0,5.8,44,0,0,0.0
2017-12-19,2017,12,19,1,0,2665,109,269,146,0,2287,715,345,0.31263664188893747,0.15085264538696982,4.9,46,0,4.9,46,0,0,0.0
2017-12-20,2017,12,20,2,0,2665,108,262,0,0,2295,814,396,0.35468409586056643,0.17254901960784313,3.9,44,0,3.9,44,0,0,0.0
2017-12-21,2017,12,21,3,0,2665,127,262,102,0,2276,692,380,0.30404217926186294,0.16695957820738136,7.3,46,0,7.3,46,0,0,0.0
2017-12-22,2017,12,22,4,1,2665,239,270,34,0,2156,565,482,0.26205936920222633,0.22356215213358072,7.9,47,0,7.9,47,0,0,0.0
2017-12-26,2017,12,26,1,0,2665,267,227,62,0,2171,915,176,0.4214647627821281,0.08106863196683556,7.1,45,0,7.1,45,0,0,0.0
2017-12-27,2017,12,27,2,0,2665,169,255,0,0,2241,571,0,0.25479696564033916,0.0,3.1,45,0,3.1,45,0,0,0.0
2017-12-28,2017,12,28,3,0,2665,240,260,55,0,2165,311,245,0.14364896073903002,0.11316397228637413,4.6,45,0,4.6,45,0,0,0.0
2017-12-29,2017,12,29,4,0,2665,489,242,5,0,1934,394,209,0.20372285418821096,0.10806618407445709,9.6,48,0,9.6,48,0,0,0.0
2018-01-02,2018,1,2,1,0,2655,73,102,301,0,2480,1148,432,0.4629032258064516,0.17419354838709677,7.6,47,0,7.6,47,0,0,0.0
2018-01-03,2018,1,3,2,0,2655,60,207,0,0,2388,883,441,0.36976549413735343,0.18467336683417085,6.3,48,0,6.3,48,0,0,0.0
2018-01-04,2018,1,4,3,0,2655,67,226,326,0,2362,893,435,0.378069432684166,0.18416596104995767,4.0,44,0,4.0,44,0,0,0.0
2018-01-05,2018,1,5,4,0,2655,152,246,58,0,2257,762,509,0.33761630482941957,0.2255206025697829,7.1,48,0,7.1,48,0,0,0.0
2018-01-08,2018,1,8,0,0,2655,100,194,377,0,2361,1178,554,0.49894112664125373,0.23464633629817874,7.1,39,1,7.1,39,1,0,0.0
2018-01-09,2018,1,9,1,0,2655,70,215,298,0,2370,816,349,0.34430379746835443,0.14725738396624471,3.9,44,0,3.9,44,0,0,0.0
2018-01-10,2018,1,10,2,0,2655,58,210,0,0,2387,865,423,0.362379555927943,0.17720988688730624,-0.9,36,0,-0.9,36,0,0,0.0
2018-01-11,2018,1,11,3,0,2655,73,238,337,0,2344,911,430,0.3886518771331058,0.18344709897610922,-0.7,38,0,-0.7,38,0,0,0.0
2018-01-12,2018,1,12,4,0,2655,163,266,59,0,2226,679,398,0.3050314465408805,0.17879604672057503,-1.2,39,0,-1.2,39,0,0,0.0
2018-01-15,2018,1,15,0,0,2655,112,192,443,0,2351,1256,480,0.5342407486176095,0.20416843896214376,12.5,52,0,12.5,52,0,0,0.0
2018-01-16,2018,1,16,1,0,2655,73,216,405,0,2366,1076,523,0.4547759932375317,0.22104818258664413,5.0,37,1,5.0,37,1,0,0.0
2018-01-17,2018,1,17,2,0,2655,70,223,0,0,2362,969,466,0.4102455546147333,0.19729043183742592,10.9,44,1,10.9,44,1,0,0.0
2018-01-18,2018,1,18,3,0,2655,98,233,325,0,2324,830,472,0.35714285714285715,0.20309810671256454,9.1,44,0,9.1,44,0,0,0.0
2018-01-19,2018,1,19,4,0,2655,224,275,77,0,2156,654,419,0.3033395176252319,0.19434137291280149,6.8,46,0,6.8,46,0,0,0.0
2018-01-22,2018,1,22,0,0,2655,103,211,371,0,2341,1241,492,0.5301153353267835,0.21016659547202052,7.6,46,0,7.6,46,0,0,0.0
2018-01-23,2018,1,23,1,0,2655,66,230,297,0,2359,872,488,0.36964815599830436,0.20686731665960154,-2.8,41,0,-2.8,41,0,0,0.0
2018-01-24,2018,1,24,2,0,2655,51,224,0,0,2380,845,274,0.3550420168067227,0.11512605042016806,-3.8,38,0,-3.8,38,0,0,0.0
2018-01-25,2018,1,25,3,0,2655,57,225,261,0,2373,754,513,0.31774125579435314,0.21618204804045513,-2.0,41,0,-2.0,41,0,0,0.0
2018-01-26,2018,1,26,4,0,2655,166,262,43,0,2227,722,418,0.3242029636281994,0.18769645262685228,-2.3,41,0,-2.3,41,0,0,0.0
2018-01-29,2018,1,29,0,0,2655,70,192,454,0,2393,1417,689,0.5921437526117844,0.28792310906811536,2.2,43,0,2.2,43,0,0,0.0
2018-01-30,2018,1,30,1,0,2655,60,216,433,0,2379,1054,689,0.4430432955023119,0.2896174863387978,0.9,42,0,0.9,42,0,0,0.0
2018-01-31,2018,1,31,2,0,2655,56,223,0,0,2376,1138,0,0.47895622895622897,0.0,4.6,43,0,4.6,43,0,0,0.0
2018-02-01,2018,2,1,3,0,2707,73,254,401,0,2380,1002,620,0.42100840336134454,0.2605042016806723,5.4,46,0,5.4,46,0,0,0.0
2018-02-02,2018,2,2,4,0,2707,153,278,88,0,2276,760,503,0.3339191564147627,0.22100175746924428,5.3,46,0,5.3,46,0,0,0.0
2018-02-05,2018,2,5,0,0,2707,76,213,560,0,2418,1372,673,0.5674110835401158,0.2783291976840364,-3.3,41,0,-3.3,41,0,0,0.0
2018-02-06,2018,2,6,1,0,2707,50,235,491,0,2422,1085,601,0.4479768786127168,0.2481420313790256,-2.1,40,0,-2.1,40,0,0,0.0
2018-02-07,2018,2,7,2,0,2707,59,253,0,0,2395,1107,540,0.4622129436325679,0.2254697286012526,-0.3,41,0,-0.3,41,0,0,0.0
2018-02-08,2018,2,8,3,0,2707,71,273,378,0,2363,984,543,0.41641980533220485,0.22979263647905204,1.8,43,0,1.8,43,0,0,0.0
2018-02-09,2018,2,9,4,0,2707,149,296,86,0,2262,724,518,0.32007073386383733,0.22900088417329797,9.5,50,0,9.5,50,0,0,0.0
2018-02-12,2018,2,12,0,0,2707,103,244,476,0,2360,1251,541,0.5300847457627119,0.22923728813559321,0.9,42,0,0.9,42,0,0,0.0
2018-02-13,2018,2,13,1,0,2707,106,235,371,0,2366,955,552,0.4036348267117498,0.23330515638207946,4.1,45,0,4.1,45,0,0,0.0
2018-02-14,2018,2,14,2,1,2707,418,159,0,0,2130,850,0,0.39906103286384975,0.0,11.0,52,0,11.0,52,0,0,0.0
2018-02-19,2018,2,19,0,0,2707,255,171,604,0,2281,1298,657,0.5690486628671635,0.28803156510302497,9.9,51,0,9.9,51,0,0,0.0
2018-02-20,2018,2,20,1,0,2707,82,231,521,0,2394,1105,609,0.4615705931495405,0.2543859649122807,9.3,50,0,9.3,50,0,0,0.0
2018-02-21,2018,2,21,2,0,2707,74,243,0,0,2390,1087,522,0.45481171548117155,0.21841004184100418,5.2,48,0,5.2,48,0,0,0.0
2018-02-22,2018,2,22,3,0,2707,82,277,400,0,2348,988,578,0.42078364565587734,0.24616695059625213,7.5,49,0,7.5,49,0,0,0.0
2018-02-23,2018,2,23,4,0,2707,161,304,69,0,2242,651,522,0.2903657448706512,0.2328278322925959,9.5,50,0,9.5,50,0,0,0.0
2018-02-26,2018,2,26,0,0,2707,105,231,491,0,2371,1192,585,0.5027414592998735,0.2467313369886124,13.3,54,0,13.3,54,0,0,0.0
2018-02-27,2018,2,27,1,0,2707,81,263,332,0,2363,934,438,0.3952602623783326,0.18535759627592044,13.2,54,0,13.2,54,0,0,0.0
2018-02-28,2018,2,28,2,1,2707,134,278,0,0,2295,786,0,0.34248366013071896,0.0,10.5,48,0,10.5,48,0,0,0.0
2018-03-02,2018,3,2,4,0,2714,840,206,57,0,1668,508,349,0.30455635491606714,0.2092326139088729,7.5,49,0,7.5,49,0,0,0.0
2018-03-05,2018,3,5,0,0,2714,92,211,593,0,2411,1355,687,0.5620074657818332,0.2849440066362505,6.5,43,1,6.5,43,1,0,0.0
2018-03-06,2018,3,6,1,0,2714,54,242,547,0,2418,1020,671,0.4218362282878412,0.2775020678246485,9.7,50,0,9.7,50,0,0,0.0
2018-03-07,2018,3,7,2,0,2714,41,238,0,0,2435,1057,600,0.43408624229979464,0.2464065708418891,8.1,47,0,8.1,47,0,0,0.0
2018-03-08,2018,3,8,3,0,2714,38,268,406,0,2408,973,553,0.40406976744186046,0.22965116279069767,5.2,42,1,5.2,42,1,0,0.0
2018-03-09,2018,3,9,4,0,2714,123,294,77,0,2297,716,580,0.31171092729647365,0.2525032651284284,9.4,48,0,9.4,48,0,0,0.0
2018-03-12,2018,3,12,0,0,2714,69,217,591,0,2428,1361,663,0.5605436573311368,0.2730642504118616,15.9,57,0,15.9,57,0,0,0.0
2018-03-13,2018,3,13,1,0,2714,39,249,556,0,2426,997,639,0.41096455070074195,0.263396537510305,18.5,60,0,18.5,60,0,0,0.0
2018-03-14,2018,3,14,2,0,2714,56,245,0,0,2413,948,464,0.3928719436386241,0.19229175300455864,21.1,63,0,21.1,63,0,0,0.0
2018-03-15,2018,3,15,3,0,2714,47,270,359,0,2397,975,489,0.4067584480600751,0.20400500625782228,16.3,58,1,16.3,58,1,0,0.0
2018-03-16,2018,3,16,4,0,2714,135,302,75,0,2277,707,487,0.31049626701800614,0.21387790953008345,6.8,46,0,6.8,46,0,0,0.0
2018-03-19,2018,3,19,0,0,2714,80,224,503,0,2410,1159,559,0.48091286307053943,0.23195020746887968,13.0,53,1,13.0,53,1,0,0.0
2018-03-20,2018,3,20,1,0,2714,46,246,445,0,2422,1040,571,0.42939719240297275,0.23575557390586294,8.8,51,0,8.8,51,0,0,0.0
2018-03-21,2018,3,21,2,0,2714,45,263,0,0,2406,1092,482,0.4538653366583541,0.200332502078138,2.5,37,1,2.5,37,1,0,0.0
2018-03-22,2018,3,22,3,0,2714,56,290,327,0,2368,899,492,0.3796452702702703,0.20777027027027026,11.0,51,0,11.0,51,0,0,0.0
2018-03-23,2018,3,23,4,0,2714,174,307,51,0,2233,759,454,0.3399014778325123,0.20331392745185847,13.1,54,0,13.1,54,0,0,0.0
2018-03-26,2018,3,26,0,0,2714,125,226,448,0,2363,1276,604,0.5399915361828185,0.2556072788827761,20.3,61,0,20.3,61,0,0,0.0
2018-03-27,2018,3,27,1,0,2714,52,258,408,0,2404,1005,599,0.4180532445923461,0.24916805324459235,21.4,63,0,21.4,63,0,0,0.0
2018-03-28,2018,3,28,2,0,2714,45,252,0,0,2417,926,0,0.38311956971452216,0.0,22.5,64,0,22.5,64,0,0,0.0
2018-03-29,2018,3,29,3,0,2714,51,273,302,0,2390,936,523,0.3916317991631799,0.2188284518828452,22.5,64,0,22.5,64,0,0,0.0
2018-03-30,2018,3,30,4,0,2714,196,296,43,0,2222,616,466,0.27722772277227725,0.20972097209720972,17.8,60,0,17.8,60,0,0,0.0
2018-04-02,2018,4,2,0,0,2714,83,224,481,0,2407,1212,586,0.5035313668466971,0.24345658496053177,23.6,67,0,23.6,67,0,0,0.0
2018-04-03,2018,4,3,1,0,2714,56,266,438,0,2392,800,486,0.33444816053511706,0.20317725752508362,23.1,66,0,23.1,66,0,0,0.0
2018-04-04,2018,4,4,2,0,2714,64,267,0,0,2383,903,519,0.3789341166596727,0.21779269827947964,19.1,62,1,19.1,62,1,0,0.0
2018-04-05,2018,4,5,3,0,2714,69,285,378,0,2360,849,569,0.3597457627118644,0.24110169491525424,10.9,49,0,10.9,49,0,0,0.0
2018-04-06,2018,4,6,4,0,2714,220,295,49,0,2199,741,394,0.3369713506139154,0.17917235106866758,15.5,57,0,15.5,57,0,0,0.0
2018-04-09,2018,4,9,0,0,2714,118,221,523,0,2375,1283,588,0.5402105263157895,0.24757894736842107,18.1,59,0,18.1,59,0,0,0.0
2018-04-10,2018,4,10,1,0,2714,66,256,420,0,2392,855,522,0.35744147157190637,0.21822742474916387,19.9,63,0,19.9,63,0,0,0.0
2018-04-11,2018,4,11,2,0,2714,23,239,0,0,2452,804,540,0.3278955954323002,0.22022838499184338,25.6,67,0,25.6,67,0,0,0.0
2018-04-12,2018,4,12,3,0,2714,40,268,384,0,2406,796,535,0.33083956774729845,0.22236076475477973,21.2,62,0,21.2,62,0,0,0.0
2018-04-13,2018,4,13,4,0,2714,164,292,45,0,2258,652,444,0.2887511071744907,0.1966341895482728,18.1,60,0,18.1,60,0,0,0.0
2018-04-16,2018,4,16,0,0,2714,84,234,484,0,2396,1195,599,0.49874791318864775,0.25,18.2,60,0,18.2,60,0,0,0.0
