일자,년,월,일,요일,휴일전날,중식메뉴,석식메뉴
2018-06-08,2018,6,8,4,0,"['배추겉절이', '곤약메추리알조림', '대구매운탕', '마늘쫑볶음', '잡곡밥', '쌀밥', '완자전']","['비엔나컬리플라워볶음', '얼갈이된장국', '닭오븐구이', '시금치나물', '잡곡밥', '쌀밥', '포기김치']"
2018-06-11,2018,6,11,0,0,"['버섯불고기', '콩나물무침', '잡곡밥', '쌀밥', '배추된장국', '골뱅이무침*소면', '포기김치']","['닭볶음탕', '무채국', '잡곡밥', '쌀밥', '오이사과무침', '포기김치', '해물동그랑땡전']"
2018-06-12,2018,6,12,1,1,"['모듬소시지구이', '알타리김치', '잡곡밥', '쌀밥', '고등어김치말이', '청경채무침', '육개장']","['언양식불고기', '날치알계란찜', '고추장찌개', '잡곡밥', '쌀밥', '양배추쌈*쌈장', '포기김치']"
2018-06-14,2018,6,14,3,0,"['카레감자채볶음', '호박나물', '잡곡밥', '쌀밥', '근대국', '순살파닭', '포기김치']","['콘샐러드', '수박', '산채비빔밥', '모둠튀김*초간장', '유부장국', '포기김치']"
2018-06-15,2018,6,15,4,0,"['연두부*양념장', '오징어볶음', '부대찌개', '배추겉절이', '잡곡밥', '쌀밥', '브로컬리맛살볶음']","['참나물생채', '돈육굴소스볶음', '참치야채전', '어묵국', '잡곡밥', '쌀밥', '포기김치']"
2018-06-18,2018,6,18,0,0,"['양파절임', '쫄면무침', '훈제오리구이', '잡곡밥', '쌀밥', '미역국', '무쌈', '포기김치']","['콩나물국', '부추생채', '잡곡밥', '쌀밥', '후르츠탕수육', '해물파전', '포기김치']"
2018-06-19,2018,6,19,1,0,"['삼치데리야끼', '꽃게탕', '잡곡밥', '쌀밥', '비엔나케찹볶음', '포기김치', '아삭고추무침']","['마파두부덮밥', '소고기퀘사디아', '쨔샤이무침', '맑은국', '포기김치', '씨리얼과일샐러드']"
2018-06-20,2018,6,20,2,0,"['땅콩조림', '깍두기', '열무비빔밥', '방울토마토', '팽이장국', '미니채소떡갈비']","['오이맛살무침', '된장찌개', '유린기', '배추겉절이', '잡곡밥', '쌀밥', '모둠버섯볶음']"
2018-06-21,2018,6,21,3,0,"['짬뽕불고기', '오이냉국', '잡곡밥', '쌀밥', '상추파무침', '명란계란말이', '포기김치']","['청포도피클', '잔치국수', '김말이튀김', '김밥', '포기김치', '떡볶이']"
2018-06-22,2018,6,22,4,0,"['잡채', '닭개장', '잡곡밥', '쌀밥', '도토리묵무침', '포기김치', '코다리강정']",['없음']
2018-06-25,2018,6,25,0,0,"['닭갈비', '해초무침', '어묵국', '잡곡밥', '쌀밥', '시금치프리타타', '포기김치']","['시래기국', '모듬쌈*쌈장', '잡곡밥', '쌀밥', '삼겹살구이', '포기김치', '두부양념조림']"
2018-06-26,2018,6,26,1,0,"['류산슬', '생선커틀릿*탈탈소스', '잡곡밥', '쌀밥', '돈육김치찌개', '열무김치', '영양부추무침']","['유부초밥', '콩국수', '콥샐러드', '수박', '순대야채볶음', '포기김치']"
2018-06-27,2018,6,27,2,0,"['카레덮밥', '가쯔오장국', '깐풍육', '구운채소', '오복지무침', '포기김치', '*발사믹소스']",['없음']
2018-06-28,2018,6,28,3,0,"['매운돼지갈비찜', '들깨버섯국', '메추리알곤약조림', '도라지오이생채', '잡곡밥', '쌀밥', '포기김치']","['옛날돈가스', '단무지', '샐러드파스타', '잡곡밥', '쌀밥', '단호박스프', '포기김치', '음료']"
2018-06-29,2018,6,29,4,0,"['메밀전병만두', '잡곡밥', '쌀밥', '올방개묵무침', '포기김치', '육개장', '동태무조림']","['치커리무침', '북어계란국', '감자채햄볶음', '알타리김치', '잡곡밥', '쌀밥', '소고기불고기']"
2018-07-02,2018,7,2,0,0,"['콩나물국', '잡곡밥', '쌀밥', '포기김치', '미역줄기볶음', '유자청제육볶음', '계란말이']","['비엔나컬리플라워볶음', '옹심이만두국', '간장치킨', '잡곡밥', '쌀밥', '청경채무침', '포기김치']"
2018-07-03,2018,7,3,1,0,"['홍어채무침', '소고기장조림', '아욱국', '가지나물', '알타리김치', '잡곡밥', '쌀밥']","['가쯔오장국', '돈육강정', '조각사과', '시저샐러드', '후난식볶음밥', '포기김치']"
2018-07-04,2018,7,4,2,0,"['찐옥수수', '탕수어', '오이무침', '곤드레밥*양념장', '맑은국', '포기김치']","['들깨미역국', '주꾸미볶음', '셀프무쌈말이', '잡곡밥', '쌀밥', '두부계란부침*양념', '포기김치']"
2018-07-05,2018,7,5,3,0,"['닭볶음탕', '도라지나물', '잡곡밥', '쌀밥', '해물파전', '근대국', '포기김치']","['열무김치국수', '무피클', '부추만두', '멕시칸샐러드', '멸치주먹밥', '포기김치']"
2018-07-06,2018,7,6,4,0,"['쫑상추무침', '배추겉절이', '동파삼겹수육', '매운어묵볶음', '잡곡밥', '쌀밥', '도토리묵냉국']","['참나물생채', '가자미카레튀김', '잡곡밥', '쌀밥', '배추된장국', '꽃맛살볶음', '포기김치']"
2018-07-09,2018,7,9,0,0,"['돈육굴소스볶음', '고추장찌개', '브로컬리오징어숙회', '숙주나물', '잡곡밥', '쌀밥', '포기김치']","['갈치구이', '고추잡채*꽃빵', '닭개장', '잡곡밥', '쌀밥', '포기김치', '머위대초무침']"
2018-07-10,2018,7,10,1,0,"['양파절임', '쌈무', '쇠고기매운국', '훈제오리구이', '잡곡밥', '쌀밥', '열무김치', '우엉잡채']","['짜장소스', '포기김치', '오이지무침', '사천식탕수육', '맑은국', '하와이안샐러드', '볶음밥']"
2018-07-11,2018,7,11,2,0,"['과일샐러드', '미소장국', '견과류조림', '나물비빔밥', '포기김치', '오징어튀김']","['부추생채', '무채국', '콩나물불고기', '옥수수전', '잡곡밥', '쌀밥', '포기김치']"
2018-07-12,2018,7,12,3,0,"['해파리겨자채', '깐풍기', '호박잎된장찌개', '잡곡밥', '쌀밥', '도토리묵*양념장', '포기김치']","['감자치즈구이', '냉모밀국수', '수박', '빠에야', '비빔만두', '포기김치']"
2018-07-13,2018,7,13,4,0,"['연두부*양념장', '콩나물무침', '어묵국', '등갈비김치찜', '알타리김치', '잡곡밥', '쌀밥']","['시금치국', '양념깻잎지', '미트볼케찹조림', '해물누룽지탕', '잡곡밥', '쌀밥', '포기김치']"
2018-07-16,2018,7,16,0,0,"['소불고기', '된장찌개', '실곤약야채무침', '동그랑땡전', '잡곡밥', '쌀밥', '포기김치']","['모듬소세지구이', '오이맛살냉채', '알타리김치', '잡곡밥', '쌀밥', '돈육김치찌개', '꽁치오븐구이']"
2018-07-17,2018,7,17,1,0,"['참나물생채', '찹쌀밥', '삼계탕', '수박', '생야채', '석박지']","['청포도피클', '로제파스타', '가쯔오국', '포기김치', '감자튀김', '해물굴소스볶음밥']"
2018-07-18,2018,7,18,2,0,"['해물까스*칠리소스', '배추겉절이', '메추리알조림', '콩나물밥', '찐햇감자', '유부장국']","['소고기미역국', '명란계란찜', '두부카프레제', '오징어볶음', '잡곡밥', '쌀밥', '포기김치']"
2018-07-19,2018,7,19,3,0,"['안동찜닭', '부추전', '해물순두부찌개', '잡곡밥', '쌀밥', '청경채무침', '포기김치']","['꼬들단무지', '찐옥수수', '김밥', '음료', '김치말이국수', '포기김치', '떡볶이']"
2018-07-20,2018,7,20,4,0,"['우무콩국', '호박잎*양배추쌈', '잡곡밥', '쌀밥', '통도라지구이', '유자청제육볶음', '포기김치']","['돈육간장강정', '아몬드멸치볶음', '두부구이', '꽃게탕', '잡곡밥', '쌀밥', '포기김치']"
2018-07-23,2018,7,23,0,0,"['돈육굴소스볶음', '어묵국', '오징어야채무침', '간장깻잎지', '잡곡밥', '쌀밥', '포기김치']","['매운소고기국', '비엔나야채볶음', '잡곡밥', '쌀밥', '열무김치', '얼갈이나물', '유산슬']"
2018-07-24,2018,7,24,1,0,"['함박스테이크', '잡곡밥', '쌀밥', '우거지해장국', '삼치양념구이', '포기김치', '아삭고추무침']","['모듬묵샐러드', '깍두기', '탄두리치킨', '천도복숭아', '김치볶음밥', '유부장국']"
2018-07-25,2018,7,25,2,0,"['쇠고기샤브국', '오이사과생채', '유린기', '잡곡밥', '쌀밥', '사각어묵볶음', '포기김치']",['없음']
2018-07-26,2018,7,26,3,0,"['오이지냉국', '매운돼지갈비찜', '콩나물냉채', '잡곡밥', '쌀밥', '참나물땅콩무침', '포기김치']","['우동', '요플레', '햄치즈또띠아', '멸치주먹밥', '포기김치', '표고버섯탕수육']"
2018-07-27,2018,7,27,4,0,"['치커리유자청무침', '새송이버섯전', '닭곰탕', '잡곡밥', '쌀밥', '주꾸미떡볶음', '포기김치']","['상추겉절이', '차돌박이찌개', '쇠고기장조림', '잡곡밥', '쌀밥', '감자채볶음', '포기김치']"
2018-07-30,2018,7,30,0,0,"['닭갈비', '도라지오이생채', '잡곡밥', '쌀밥', '시금치프리타타', '근대국', '포기김치']","['부추생채', '호박젓국찌개', '장어강정', '잡곡밥', '쌀밥', '실곤약흑임자무침', '포기김치']"
2018-07-31,2018,7,31,1,0,"['콩나물국', '짬뽕불고기', '가지나물', '잡곡밥', '쌀밥', '버섯잡채', '포기김치']","['순대볶음', '꼬치어묵탕', '김밥볶음밥', '포기김치', '노각무침', '케이준샐러드']"
2018-08-01,2018,8,1,2,0,"['카레덮밥', '가쯔오장국', '감자만두', '오복지', '포기김치', '떡갈비조림', '과일']","['쇠고기무국', '고기전', '셀프무쌈말이', '꽁치김치말이', '알타리김치', '잡곡밥', '쌀밥']"
2018-08-02,2018,8,2,3,0,"['청경채사과무침', '옥수수전', '잡곡밥', '쌀밥', '돈육김치찌개', '열무김치', '갈치양념조림']","['수제오이피클', '잔치국수', '야채주먹밥', '단호박범벅', '훈제오리냉채', '포기김치']"
2018-08-03,2018,8,3,4,0,"['꽈리고추어묵조림', '닭오븐구이', '브로컬리*초장', '잡곡밥', '쌀밥', '연두부탕', '포기김치']","['언양식불고기', '황태양념구이', '잡곡밥', '콩가루배추국', '쌀밥', '무생채', '포기김치']"
2018-08-06,2018,8,6,0,0,"['소불고기', '호박나물', '알타리김치', '잡곡밥', '쌀밥', '골뱅이무침*소면', '콩나물김치국']","['치커리생채', '닭볶음탕', '연두부*양념', '어묵국', '잡곡밥', '쌀밥', '포기김치']"
2018-08-07,2018,8,7,1,0,"['얼갈이된장국', '오징어볶음', '잡곡밥', '쌀밥', '닭살겨자냉채', '미역줄기볶음', '포기김치']","['생선까스*탈탈소스', '목살필라프', '오이무침', '또띠아견과칩', '미니우동', '포기김치']"
2018-08-08,2018,8,8,2,0,"['깐풍육', '찐옥수수', '꽃맛살샐러드', '맑은국', '열무보리비빔밥', '포기김치']","['고추잡채*꽃빵', '잡곡밥', '쌀밥', '포기김치', '육개장', '양배추쌈*쌈장', '계란말이']"
2018-08-09,2018,8,9,3,0,"['양념깻잎지', '온두부', '볶음김치', '잡곡밥', '쌀밥', '미역오이냉국', '돈육장조림']","['딸기드레싱샐러드', '무피클', '미소장국', '감자범벅', '옛날돈까스', '잡곡밥', '쌀밥', '주스', '포기김치']"
2018-08-10,2018,8,10,4,0,"['된장찌개', '미트볼케찹조림', '잡곡밥', '쌀밥', '굴비구이', '포기김치', '사과맛살초무침']","['돈삼겹보쌈', '시래기국', '배추겉절이', '매운어묵볶음', '잡곡밥', '쌀밥', '미역레몬초무침']"
2018-08-13,2018,8,13,0,0,"['계란찜', '들깨버섯국', '제육볶음', '잡곡밥', '쌀밥', '포기김치', '참나물무침']","['닭데리야끼구이', '시금치무침', '콩나물국', '알타리김치', '잡곡밥', '쌀밥', '신김치도토리묵']"
2018-08-14,2018,8,14,1,1,"['해초무침', '차돌박이된장찌개', '쫄면야채무침', '해물누룽지탕', '잡곡밥', '쌀밥', '열무김치']","['찐감자', '오이초무침', '후르츠탕수육', '맑은국', '포기김치', '곤드레밥*강된장']"
2018-08-16,2018,8,16,3,0,"['주꾸미굴소스볶음', '닭개장', '잡곡밥', '쌀밥', '동태포전', '포기김치', '아삭고추무침']","['홍시드레싱샐러드', '콩국수', '오징어초무침', '충무김밥', '석박지', '바나나']"
2018-08-17,2018,8,17,4,0,"['쇠고기단호박조림', '콩나물무침', '두부오꼬노미야끼', '잡곡밥', '쌀밥', '알탕', '포기김치']","['쫑상추무침', '부대찌개', '등갈비바베큐조림', '잡곡밥', '쌀밥', '어묵잡채', '포기김치']"
2018-08-20,2018,8,20,0,0,"['실곤약무침', '시금치된장국', '양파절임', '훈제오리구이', '잡곡밥', '쌀밥', '무쌈', '포기김치']","['모듬소세지', '잡곡밥', '쌀밥', '포기김치', '매운닭찜', '마늘쫑건새우', '호박새우젓국']"
2018-08-21,2018,8,21,1,0,"['양념두부조림', '도라지나물', '잡곡밥', '쌀밥', '열무김치', '미역국', '소고기불고기']","['함박스테이크', '가쯔오국', '투움바스파게티', '피클,음료', '포기김치', '감자튀김']"
2018-08-22,2018,8,22,2,0,"['비빔밥', '궁중떡볶이', '미소장국', '영양모듬견과', '해물까스', '포기김치']","['양념갈비찜', '시래기국', '부추생채', '잡곡밥', '쌀밥', '감자채볶음', '포기김치']"
2018-08-23,2018,8,23,3,0,"['된장찌개', '동그랑땡', '잡곡밥', '쌀밥', '꽁치레몬구이', '무생채', '포기김치']","['나가사끼짬뽕', '꽃맛살샐러드', '수박', '멸치주먹밥', '새우또띠아', '포기김치']"
2018-08-24,2018,8,24,4,0,"['치커리생채', '마늘치킨', '잡곡밥', '쌀밥', '우무묵냉국', '포기김치', '계란말이']","['오징어볶음', '어묵국', '열무나물', '잡곡밥', '쌀밥', '비엔나케찹볶음', '포기김치']"
2018-08-27,2018,8,27,0,0,"['홍어채무침', '잡곡밥', '쌀밥', '배추된장국', '어묵볶음', '포기김치', '돈육간장불고기']","['차돌박이찌개', '코다리조림', '청경채생채', '잡곡밥', '쌀밥', '열무김치', '해물김치전']"
2018-08-28,2018,8,28,1,0,"['쇠고기샤브국', '탕수어', '쫄면무침', '잡곡밥', '쌀밥', '참나물땅콩무침', '포기김치']","['감자치즈구이', '단무지', '깐풍기', '맑은국', '볶음밥*짜장소스', '포기김치', '과일']"
2018-08-29,2018,8,29,2,0,"['과일샐러드', '배추겉절이', '메추리알조림', '콩나물밥', '팽이장국', '치킨핑거']",['없음']
2018-08-30,2018,8,30,3,0,"['모듬장조림', '숙주나물', '잡곡밥', '쌀밥', '근대국', '포기김치', '마파두부']","['모듬튀김*칠리소스', '멕시칸샐러드', '오이무침', '미역장국', '포기김치', '오므라이스']"
2018-08-31,2018,8,31,4,0,"['조랭이떡국', '도라지생채', '소고기낙지볶음', '잡곡밥', '쌀밥', '두부새싹구이', '포기김치']","['호박나물', '황태국', '잡곡밥', '쌀밥', '유자청제육볶음', '포기김치', '해파리냉채']"
2018-09-03,2018,9,3,0,0,"['버섯불고기', '취나물', '콩나물국', '브로컬리오징어숙회', '잡곡밥', '쌀밥', '포기김치']","['계란찜', '땅콩조림', '알타리김치', '잡곡밥', '쌀밥', '돈육김치찌개', '유산슬']"
2018-09-04,2018,9,4,1,0,"['들깨시래기국', '녹두전', '배추겉절이', '잡곡밥', '쌀밥', '동파삼겹수육', '야채스틱*쌈장']","['가쯔오장국', '크림카레우동', '왕만두', '양배추샐러드', '무피클', '닭갈비볶음밥', '포기김치']"
2018-09-05,2018,9,5,2,0,"['샐러드파스타', '무생채', '김치제육덮밥', '열무김치', '맑은국', '오징어튀김']","['고등어구이', '우엉곤약조림', '잡곡밥', '쌀밥', '육개장', '훈제오리냉채', '포기김치']"
2018-09-06,2018,9,6,3,0,"['연두부*양념장', '꽃게탕', '잡곡밥', '쌀밥', '마늘쫑무침', '간장찜닭', '포기김치']","['꼬마김밥*겨자장', '키위드레싱샐러드', '요플레', '돈육강정', '잔치국수', '포기김치']"
2018-09-07,2018,9,7,4,0,"['매운주꾸미볶음', '새송이버섯전', '건파래무침', '잡곡밥', '쌀밥', '미역국', '포기김치']","['청포묵무침', '생선까스*칠리소스', '콩비지찌개', '잡곡밥', '쌀밥', '포기김치', '두부양념조림']"
2018-09-10,2018,9,10,0,0,"['연두부국', '양배추쌈', '돈육고추장불고기', '잡곡밥', '쌀밥', '감자채볶음', '포기김치']","['청국장찌개', '양념깻잎지', '가자미튀김', '잡곡밥', '쌀밥', '돈육잡채', '포기김치']"
2018-09-11,2018,9,11,1,0,"['닭매운찜', '쇠고기미역국', '흑임자연근샐러드', '두부스테이크', '잡곡밥', '쌀밥', '포기김치']","['꼬들단무지', '찐옥수수', '김밥', '음료', '김치말이국수', '포기김치', '떡볶이']"
2018-09-12,2018,9,12,2,0,"['가쯔오장국', '구운채소', '오복지무침', '소불고기덮밥', '포기김치', '*발사믹소스', '오징어튀김']","['참나물생채', '유린기', '매운쇠고기국', '잡곡밥', '쌀밥', '포기김치', '어묵무침']"
2018-09-13,2018,9,13,3,0,"['콩나물무침', '시래기국', '부추전', '등갈비김치찜', '잡곡밥', '쌀밥', '포기김치']","['수제돈까스*칠리소스', '푸실리샐러드', '잡곡밥', '쌀밥', '열무김치', '크림스프', '오이미역무침']"
2018-09-14,2018,9,14,4,0,"['언양식불고기', '고추장찌개', '잡곡밥', '쌀밥', '포기김치', '상추파무침', '계란말이']","['도라지무침', '해물누룽지탕', '잡곡밥', '쌀밥', '동그랑땡전', '도토리묵냉국', '포기김치']"
2018-09-17,2018,9,17,0,0,"['돈육굴소스볶음', '어묵국', '잡곡밥', '쌀밥', '골뱅이무침*소면', '무생채', '포기김치']","['단호박계란찜', '들깨버섯국', '오징어볶음', '셀프무쌈말이', '잡곡밥', '쌀밥', '포기김치']"
2018-09-18,2018,9,18,1,0,"['류산슬', '닭개장', '잡곡밥', '쌀밥', '포기김치', '김치전', '아삭고추무침']","['참치샐러드', '유부초밥', '우동', '순대야채볶음', '음료', '포기김치']"
2018-09-19,2018,9,19,2,0,"['카레덮밥', '메밀전병만두', '감자프리타타', '쨔샤이무침', '유부장국', '포기김치', '과일']",['없음']
2018-09-20,2018,9,20,3,0,"['소고기장조림', '꽃게탕', '잡곡밥', '쌀밥', '명태조림', '파래김*양념장', '포기김치']","['유부주머니국', '해물까스*탈탈소스', '알타리김치', '김치볶음밥', '수제피클', '단호박범벅', '계란']"
2018-09-21,2018,9,21,4,0,"['잡채', '쭈꾸미숙회무침', '송편', '배추겉절이', '식혜', '돼지갈비찜', '잡곡밥', '쌀밥', '아욱된장국']","['흑임자곤약샐러드', '시금치된장국', '잡곡밥', '쌀밥', '얼갈이생채', '미니채소떡갈비', '포기김치']"
2018-10-08,2018,10,8,0,1,"['돈육고추장불고기', '어묵탕', '잡곡밥', '쌀밥', '감자채볶음', '포기김치', '모듬쌈']","['안동찜닭', '가지무침', '알타리김치', '고추잡채*꽃빵', '잡곡밥', '쌀밥', '참치김치찌개']"
2018-10-10,2018,10,10,2,0,"['돈육강정', '오이초무침', '사과고구마그라탱', '맑은국', '포기김치', '곤드레밥*강된장']","['쇠고기샤브국', '비트무생채', '잡곡밥', '쌀밥', '가자미양념찜', '꽃맛살볶음', '포기김치']"
2018-10-11,2018,10,11,3,0,"['청경채사과무침', '단호박계란찜', '들깨버섯국', '오징어볶음', '잡곡밥', '쌀밥', '포기김치']","['우동', '귤', '김치주먹밥', '타코야끼', '콥샐러드', '열무김치']"
2018-10-12,2018,10,12,4,0,"['설렁탕', '오징어젓무침', '석박지', '잡곡밥', '쌀밥', '야채스틱', '김치전', '과일']","['부추생채', '호박젓국찌개', '장어강정', '잡곡밥', '쌀밥', '실곤약흑임자무침', '포기김치']"
2018-10-15,2018,10,15,0,0,"['버섯불고기', '열무된장국', '깻잎지', '잡곡밥', '쌀밥', '맛살겨자채', '포기김치']","['쇠고기장조림', '잡곡밥', '쌀밥', '동태찌개', '포기김치', '미역줄기볶음', '계란말이']"
2018-10-16,2018,10,16,1,0,"['매운소고기무국', '참나물생채', '잡곡밥', '쌀밥', '조기구이', '우엉잡채', '포기김치']","['가쯔오장국', '딸기드레싱샐러드', '닭오븐구이', '음료', '포기김치', '해물굴소스볶음밥']"
2018-10-17,2018,10,17,2,0,"['땅콩조림', '가래떡구이*조청', '콩나물밥', '유부장국', '생선가스*칠리소스', '포기김치']","['꽁치구이', '차돌박이된장찌개', '잡곡밥', '쌀밥', '포기김치', '청경채무침', '미트볼조림']"
2018-10-18,2018,10,18,3,0,"['브로컬리들깨찜', '잡곡밥', '김치제육볶음', '쌀밥', '해물파전', '열무김치', '감자국']","['유부초밥', '단무지', '탕수육', '생과일플레인샐러드', '짬뽕', '포기김치']"
2018-10-19,2018,10,19,4,0,"['연두부*양념장', '오징어국', '호박나물', '닭갈비', '잡곡밥', '쌀밥', '포기김치']","['류산슬', '비엔나감자구이', '닭곰탕', '잡곡밥', '쌀밥', '포기김치', '아삭고추무침']"
2018-10-22,2018,10,22,0,0,"['야채계란찜', '고추장찌개', '오이무침', '잡곡밥', '쌀밥', '포기김치', '돈육간장불고기']","['코다리조림', '옹심이만두국', '잡곡밥', '쌀밥', '꽃맛살볶음', '양배추쌈*쌈장', '포기김치']"
2018-10-23,2018,10,23,1,0,"['메밀전병만두', '닭볶음탕', '콩비지찌개', '잡곡밥', '쌀밥', '파래김*양념장', '포기김치']","['탕수어', '감자범벅', '수제피클', '맑은국', '볶음밥*짜장소스', '포기김치', '과일']"
2018-10-24,2018,10,24,2,0,"['깍두기', '콩나물국', '등갈비김치찜', '잡곡밥', '쌀밥', '톳두부무침', '어묵볶음']","['언양식불고기', '대구찌개', '셀프무쌈말이', '잡곡밥', '쌀밥', '포기김치', '멸치아몬드볶음']"
2018-10-25,2018,10,25,3,0,"['쇠고기낙지볶음', '방풍나물', '잡곡밥', '쌀밥', '시금치프리타타', '얼갈이국', '포기김치']","['꼬들단무지', '요플레', '김치우동', '야채주먹밥', '멕시칸샐러드', '깐풍기', '포기김치']"
2018-10-26,2018,10,26,4,0,"['오징어볶음', '배추겉절이', '시금치나물', '잡곡밥', '쌀밥', '두부새싹구이', '근대국']","['치커리무침', '메추리알조림', '가자미카레튀김', '잡곡밥', '쌀밥', '육개장', '포기김치']"
2018-10-29,2018,10,29,0,0,"['홍어채무침', '소불고기', '콩나물무침', '황태국', '잡곡밥', '쌀밥', '포기김치']","['취나물', '짬뽕불고기', '해물된장찌개', '잡곡밥', '쌀밥', '도토리묵무침', '포기김치']"
2018-10-30,2018,10,30,1,0,"['쫑상추무침', '배추겉절이', '어묵국', '실곤약야채무침', '잡곡밥', '쌀밥', '동파삼겹수육']","['오이맛살초무침', '깍두기', '부대찌개', '갈치구이', '잡곡밥', '쌀밥', '버섯잡채']"
2018-10-31,2018,10,31,2,0,"['콩나물국', '닭살겨자채', '반달호박나물', '잡곡밥', '쌀밥', '포기김치', '수제돈가스']",['없음']
2018-11-01,2018,11,1,3,0,"['시래기국', '청경채생채', '새송이버섯전', '잡곡밥', '쌀밥', '마늘간장치킨', '포기김치']","['가쯔오장국', '목살필라프', '무피클', '웨지감자', '샐러드', '로제스파게티', '포기김치']"
2018-11-02,2018,11,2,4,0,"['양파절임', '참치야채전', '훈제오리구이', '잡곡밥', '쌀밥', '배추된장국', '무쌈', '포기김치']","['해물누룽지탕', '순두부찌개', '잡곡밥', '쌀밥', '견과류조림', '포기김치', '계란말이']"
2018-11-05,2018,11,5,0,0,"['쇠고기샤브국', '단호박계란찜', '오징어볶음', '잡곡밥', '쌀밥', '도라지초무침', '포기김치']","['콩나물파채무침', '쫄면무침', '잡곡밥', '쌀밥', '포기김치', '돈육간장불고기', '감자국']"
2018-11-06,2018,11,6,1,0,"['닭데리야끼구이', '치커리생채', '배추겉절이', '매운콩나물국', '잡곡밥', '쌀밥', '해파리냉채']","['쇠고기퀘사디아', '과일샐러드', '락교', '미소장국', '참치회덮밥', '포기김치']"
2018-11-07,2018,11,7,2,0,"['오징어젓무침', '탕평채', '사천식탕수육', '맑은국', '포기김치', '곤드레밥*강된장']","['된장찌개', '깻잎지', '잡곡밥', '쌀밥', '두부커틀릿', '포기김치', '해물청경채볶음']"
2018-11-08,2018,11,8,3,0,"['동태포전', '닭갈비', '잡곡밥', '쌀밥', '무생채', '미역국', '포기김치']","['부추무침', '해물까스*탈탈소스', '깍두기', '뼈감자탕', '잡곡밥', '쌀밥', '풍기샐러드']"
2018-11-09,2018,11,9,4,0,"['고등어구이', '잡곡밥', '쌀밥', '비엔나케찹볶음', '연근조림', '육개장', '포기김치']","['메밀전병만두', '쇠고기장조림', '콩비지찌개', '오이무침', '잡곡밥', '쌀밥', '포기김치']"
2018-11-12,2018,11,12,0,0,"['순두부찌개', '잡곡밥', '쌀밥', '골뱅이무침*소면', '아삭고추무침', '포기김치', '소고기불고기']","['단배추나물', '차돌박이찌개', '유린기', '잡곡밥', '쌀밥', '포기김치', '마파두부']"
2018-11-13,2018,11,13,1,0,"['청국장찌개', '돈육강정', '잡곡밥', '쌀밥', '유채나물', '포기김치', '두부양념조림']","['미니짬뽕', '키위드레싱샐러드', '단무지무침', '고구마그라탕', '포기김치', '통새우김밥']"
2018-11-14,2018,11,14,2,0,"['치킨핑거*요거트드레싱', '꽃맛살샐러드', '콩나물밥*양념장', '팽이장국', '얼갈이겉절이', '포기김치']","['매운돼지갈비찜', '옥수수계란찜', '시금치된장국', '청경채생채', '잡곡밥', '쌀밥', '포기김치']"
2018-11-15,2018,11,15,3,0,"['아욱국', '잡곡밥', '쌀밥', '상추무침', '오징어숙회무침', '유자청제육볶음', '포기김치']","['닭오븐구이', '멕시칸샐러드', '음료', '유부장국', '볶음밥*짜장소스', '포기김치']"
2018-11-16,2018,11,16,4,0,"['깍두기', '언양식불고기', '부추깻잎전', '잡곡밥', '쌀밥', '도토리묵무침', '알탕']","['검정콩조림', '미트볼케찹조림', '황태양념구이', '잡곡밥', '콩가루배추국', '쌀밥', '포기김치']"
2018-11-19,2018,11,19,0,0,"['콩나물무침', '돈육굴소스볶음', '매운어묵볶음', '꽃게탕', '잡곡밥', '쌀밥', '포기김치']","['모듬소세지구이', '닭개장', '잡곡밥', '쌀밥', '포기김치', '치커리사과무침', '코다리양념조림']"
2018-11-20,2018,11,20,1,0,"['들깨시래기국', '주꾸미볶음', '메추리알조림', '잡곡밥', '쌀밥', '통도라지구이', '포기김치']","['가쯔오장국', '깍두기', '탄두리치킨', '단무지', '콥샐러드', '김치볶음밥', '계란']"
2018-11-21,2018,11,21,2,0,"['카레덮밥', '새우까스*탈탈소스', '파스타샐러드', '오이무침', '맑은국', '포기김치']","['쫑상추무침', '열무된장국', '잡곡밥', '쌀밥', '삼겹살구이', '감자채볶음', '포기김치']"
2018-11-22,2018,11,22,3,0,"['콩나물국', '닭볶음탕', '두부구이*양념장', '잡곡밥', '쌀밥', '포기김치', '물파래무침']","['요플레', '부추만두', '양장피잡채', '해물수제비', '멸치주먹밥', '포기김치']"
2018-11-23,2018,11,23,4,0,"['버섯불고기', '취나물', '배추겉절이', '쫄면무침', '잡곡밥', '쌀밥', '근대국']","['고구마순나물', '고추장찌개', '잡곡밥', '쌀밥', '포기김치', '돈육장조림', '김치전']"
2018-11-26,2018,11,26,0,0,"['참나물생채', '닭갈비', '감자프리타타', '잡곡밥', '쌀밥', '얼갈이국', '포기김치']","['깍두기', '부대찌개', '잡곡밥', '쌀밥', '마늘쫑무침', '굴비구이', '우엉잡채']"
2018-11-27,2018,11,27,1,0,"['연두부*양념장', '짬뽕불고기', '늙은호박전', '잡곡밥', '쌀밥', '배추된장국', '포기김치']","['귤', '돈육강정', '잔치국수', '시금치흑임자샐러드', '참치주먹밥', '포기김치']"
2018-11-28,2018,11,28,2,0,"['가쯔오장국', '과일샐러드', '군고구마', '나물비빔밥', '포기김치', '오징어튀김']",['없음']
