,일자,중식메뉴
422,2017-10-23,"['홍어채무침', '버섯불고기', '콩나물국', '잡곡밥', '마늘쫑볶음', '포기김치', '쌀밥']"
423,2017-10-24,"['미역줄기볶음', '잡곡밥', '배추된장국', '두부계란부침', '쭈꾸미볶음', '포기김치', '쌀밥']"
424,2017-10-25,"['알타리김치', '쇠고기잡채', '곤드레밥*강된장', '가쯔오장국', '갈치조림', '쑥갓두부무침']"
425,2017-10-26,"['치킨핑거', '육개장', '잡곡밥', '도토리묵무침', '물파래무침', '포기김치', '쌀밥']"
426,2017-10-27,"['돼지갈비찜', '어묵볶음', '잡곡밥', '배추겉절이', '무나물', '쌀밥', '시금치국']"
427,2017-10-30,"['취나물', '들깨시래기국', '연두부*양념장', '잡곡밥', '포기김치', '닭갈비', '쌀밥']"
428,2017-10-31,"['콩나물파채', '잡곡밥', '옥수수전', '배추겉절이', '근대국', '돈삼겹보쌈', '상추쌈', '쌀밥']"
429,2017-11-01,"['카레덮밥', '맑은국', '개성감자만두', '파스타샐러드', '군고구마', '포기김치']"
430,2017-11-02,"['사골떡국', '치커리사과생채', '잡곡밥', '오징어볶음', '계란말이', '포기김치', '쌀밥']"
431,2017-11-03,"['실곤약초무침', '누룽지탕수육', '된장찌개', '잡곡밥', '포기김치', '톳두부무침', '쌀밥']"
432,2017-11-06,"['참치야채전', '호박나물', '잡곡밥', '짬뽕불고기', '포기김치', '쌀밥', '콩가루배추국']"
433,2017-11-07,"['오징어국', '잡곡밥', '수제돈까스', '봄동겉절이', '삼치구이', '포기김치', '쌀밥']"
434,2017-11-08,"['콩나물밥', '미역장국', '언양식불고기', '도라지오이무침', '배추겉절이', '과일샐러드']"
435,2017-11-09,"['잡곡밥', '해물된장찌개', '매운닭찜', '두부조림', '시금치나물', '포기김치', '쌀밥']"
436,2017-11-10,"['등갈비김치찜', '깍두기', '올갱이아욱국', '들깨버섯무침', '잡곡밥', '숙주나물', '쌀밥']"
437,2017-11-13,"['해물파전', '소고기불고기', '잡곡밥', '통도라지구이', '포기김치', '쌀밥', '시금치국']"
438,2017-11-14,"['돼지갈비찜', '알타리김치', '새알미역국', '세발나물', '잡곡밥', '두부새싹구이', '쌀밥']"
439,2017-11-15,"['굴비구이', '곤드레밥*간장양념', '무생채', '청양된장찌개', '포기김치', '궁중떡볶이']"
440,2017-11-16,"['가지무침', '잡곡밥', '메밀전병만두', '찜닭', '북어계란국', '포기김치', '쌀밥']"
441,2017-11-17,"['동태전', '잡곡밥', '양념깻잎지', '배추겉절이', '쌀밥', '미니채소떡갈비', '콩비지찌개']"
442,2017-11-20,"['치커리유자청무침', '알타리김치', '잡곡밥', '오징어볶음', '계란말이', '차돌박이찌개', '쌀밥']"
443,2017-11-21,"['포기김치', '잡곡밥', '맛살겨자채', '물파래무침', '순살파닭', '쌀밥', '어묵국']"
444,2017-11-22,"['깍두기', '모듬묵샐러드', '가쯔오장국', '돈육칠리강정', '숙주나물', '단호박영양밥']"
445,2017-11-23,"['잡곡밥', '오이무침', '쇠고기무국', '갈치구이', '포기김치', '고추잡채*꽃빵', '쌀밥']"
446,2017-11-24,"['돈육굴소스볶음', '물미역*초장', '잡곡밥', '새송이버섯전', '꽃게탕', '포기김치', '쌀밥']"
447,2017-11-27,"['아욱국', '골뱅이무침*소면', '버섯불고기', '잡곡밥', '무나물', '포기김치', '쌀밥']"
448,2017-11-28,"['견과류조림', '잡곡밥', '참나물생채', '사천식탕수육', '연두부탕', '포기김치', '쌀밥']"
449,2017-11-29,"['미소장국', '깍두기', '코다리조림', '나물비빔밥', '군고구마', '과일샐러드']"
450,2017-11-30,"['알타리김치', '들깨시래기국', '메추리알조림', '잡곡밥', '제육볶음', '콩나물무침', '쌀밥']"
451,2017-12-01,"['취나물', '잡곡밥', '옥수수전', '찜닭', '동태탕', '포기김치', '쌀밥']"
452,2017-12-04,"['돈육피망볶음', '잡곡밥', '모둠쌈', '해파리겨자채', '들깨무채국', '포기김치', '쌀밥']"
453,2017-12-05,"['잡곡밥', '계란찜', '배추겉절이', '오이생채', '낙지볶음', '소고기된장찌개', '쌀밥']"
454,2017-12-06,"['유부주머니국', '콩나물밥', '두부양념조림', '생선까스&탈탈소스', '포기김치', '단호박범벅']"
455,2017-12-07,"['잡곡밥', '닭볶음탕', '마늘쫑건새우볶음', '부추전', '봄동된장국', '포기김치', '쌀밥']"
456,2017-12-08,"['김구이*달래간장', '미트볼케찹조림', '잡곡밥', '사각어묵볶음', '부대찌개', '포기김치', '쌀밥']"
457,2017-12-11,"['홍어채무침', '돈육굴소스볶음', '양념깻잎지', '잡곡밥', '해물된장찌개', '포기김치', '쌀밥']"
458,2017-12-12,"['깍두기', '오이미역무침', '잡곡밥', '해물누룽지탕', '계란말이', '차돌박이찌개', '쌀밥']"
459,2017-12-13,"['미소장국', '떡갈비조림', '모듬묵*양념장', '오복지', '요플레', '카레라이스', '포기김치']"
460,2017-12-14,"['우거지해장국', '잡곡밥', '배추겉절이', '명태코다리조림', '비엔나케찹볶음', '시금치나물', '쌀밥']"
461,2017-12-15,"['표고버섯탕수육', '들깨시래기국', '잡곡밥', '두부오꼬노미야끼', '마늘쫑무침', '포기김치', '쌀밥']"
462,2017-12-18,"['실곤약초무침', '오징어국', '버섯불고기', '잡곡밥', '상추쑥갓생채', '포기김치', '쌀밥']"
463,2017-12-19,"['물미역*초장', '달래된장국', '잡곡밥', '시금치프리타타', '주꾸미볶음', '포기김치', '쌀밥']"
464,2017-12-20,"['잡곡밥', '새송이버섯전', '배추겉절이', '파채콩나물무침', '동파육', '민물새우찌개', '쌀밥']"
465,2017-12-21,"['어묵볶음', '부추생채', '순두부찌개', '쌈무', '잡곡밥', '훈제오리구이', '포기김치', '쌀밥']"
466,2017-12-22,"['간장마늘치킨', '콩나물국', '잡곡밥', '무나물', '포기김치', '오징어초무침', '쌀밥']"
467,2017-12-26,"['언양식불고기', '호박나물', '잡곡밥', '꽃게탕', '날치알계란찜', '포기김치', '쌀밥']"
468,2017-12-27,"['동그랑땡전', '잡곡밥', '오징어볶음', '쇠고기미역국', '포기김치', '무쌈말이', '쌀밥']"
469,2017-12-28,"['돼지갈비찜', '잡곡밥', '아욱된장국', '콩나물겨자채', '참나물무침', '포기김치', '쌀밥']"
470,2017-12-29,"['잡곡밥', '연근땅콩조림', '닭볶음탕', '배추겉절이', '파래김*양념', '쌀밥', '어묵국']"
471,2018-01-02,"['사골떡국', '잡곡밥', '식혜', '오이무침', '김치전', '포기김치', '쌀밥', '한방소갈비찜']"
472,2018-01-03,"['청량된장찌개', '굴비구이', '곤드레밥*간장양념', '무생채', '포기김치', '궁중떡볶이']"
473,2018-01-04,"['깍두기', '고구마그라탕', '잡곡밥', '제육볶음', '모둠쌈*쌈장', '쌀밥', '콩가루배추국']"
474,2018-01-05,"['깍두기', '잡곡밥', '곤약어묵볶음', '깐풍기', '매운콩나물무침', '부대찌개', '쌀밥']"
475,2018-01-08,"['황태국', '청경채사과생채', '잡곡밥', '계란찜', '소불고기', '포기김치', '쌀밥']"
476,2018-01-09,"['유채나물', '잡곡밥', '양파치킨', '근대국', '비엔나케찹볶음', '포기김치', '쌀밥']"
477,2018-01-10,"['콩나물밥', '맑은국', '해물까스', '참나물생채', '고추잡채*꽃빵', '포기김치']"
478,2018-01-11,"['호박나물', '잡곡밥', '배추겉절이', '오징어돈육볶음', '봄동된장국', '참치야채전', '쌀밥']"
479,2018-01-12,"['명태코다리강정', '모둠버섯볶음', '양념깻잎지', '잡곡밥', '차돌박이찌개', '포기김치', '쌀밥']"
480,2018-01-15,"['아욱국', '해물파전', '유자청제육볶음', '잡곡밥', '숙주나물', '포기김치', '쌀밥']"
481,2018-01-16,"['잡곡밥', '쫄면무침', '꽃게탕', '참나물땅콩무침', '포기김치', '미니채소떡갈비', '쌀밥']"
482,2018-01-17,"['치킨핑거', '가쯔오장국', '마늘쫑볶음', '요플레', '나물비빔밥', '포기김치']"
483,2018-01-18,"['알타리김치', '해파리냉채', '된장찌개', '잡곡밥', '통도라지구이', '쇠고기장조림', '쌀밥']"
484,2018-01-19,"['육개장', '잡곡밥', '버섯잡채', '무생채', '탕수어', '포기김치', '쌀밥']"
485,2018-01-22,"['쇠고기숙주볶음', '골뱅이무침', '세발나물무침', '잡곡밥', '북어국', '포기김치', '쌀밥']"
486,2018-01-23,"['시금치된장국', '잡곡밥', '오징어볶음', '고기전', '봄동겉절이', '포기김치', '쌀밥']"
487,2018-01-24,"['맑은국', '과일탕수육', '짜장덮밥', '개성감자만두', '배추겉절이', '단무지']"
488,2018-01-25,"['돈육굴소스볶음', '모듬쌈', '잡곡밥', '황태양념구이', '김치콩나물국', '포기김치', '쌀밥']"
489,2018-01-26,"['포기김치', '늙은호박전', '잡곡밥', '오이사과무침', '연두부탕', '쌀밥', '순살파닭']"
490,2018-01-29,"['가래떡돼지갈비찜', '잡곡밥', '봄동된장국', '콩나물겨자채', '참나물무침', '포기김치', '쌀밥']"
491,2018-01-30,"['가지나물', '잡곡밥', '닭볶음', '새송이버섯전', '포기김치', '쌀밥', '어묵국']"
492,2018-01-31,"['양장피잡채', '미소장국', '알타리김치', '김치제육덮밥', '아삭고추무침', '계란찜', '귤']"
493,2018-02-01,"['부추생채', '잡곡밥', '삼치구이', '닭곰탕', '매콤미니함박', '포기김치', '쌀밥']"
494,2018-02-02,"['표고버섯탕수육', '잡곡밥', '배추겉절이', '해물김치전', '차돌박이찌개', '숙주나물', '쌀밥']"
495,2018-02-05,"['홍어채무침', '시래기조림', '순두부찌개', '잡곡밥', '돈육볶음', '포기김치', '쌀밥']"
496,2018-02-06,"['알타리김치', '잡곡밥', '해물된장찌개', '쇠고기장조림', '참치야채전', '콩나물무침', '쌀밥']"
497,2018-02-07,"['유부주머니국', '콩나물밥', '언양식불고기', '도라지오이무침', '치즈계란말이', '포기김치']"
498,2018-02-08,"['열무된장국', '동파삼겹수육', '연두부*양념장', '잡곡밥', '양념깻잎지', '배추겉절이', '쌀밥']"
499,2018-02-09,"['깍두기', '잡곡밥', '메밀전', '해물청경채볶음', '도토리묵무침', '부대찌개', '쌀밥']"
500,2018-02-12,"['실곤약초무침', '양배추쌈*쌈장', '잡곡밥', '차돌박이찌개', '포기김치', '닭갈비', '쌀밥']"
501,2018-02-13,"['모둠버섯볶음', '잡곡밥', '아욱된장국', '사천식탕수육', '포기김치', '쑥갓두부무침', '쌀밥']"
502,2018-02-14,"['떡국', '취나물', '버섯불고기', '오징어숙회무침', '잡곡밥', '배추겉절이', '쌀밥']"
503,2018-02-19,"['두부양념조림', '부추생채', '쌈무', '잡곡밥', '훈제오리구이', '들깨미역국', '포기김치', '쌀밥']"
504,2018-02-20,"['알타리김치', '늙은호박전', '잡곡밥', '배추된장국', '짬뽕불고기', '청경채사과무침', '쌀밥']"
505,2018-02-21,"['카레덮밥', '맑은국', '고구마치즈구이', '오이무침', '파스타샐러드', '포기김치']"
506,2018-02-22,"['마늘치킨', '콩나물국', '잡곡밥', '모둠묵*양념장', '미역줄기볶음', '포기김치', '쌀밥']"
507,2018-02-23,"['등갈비김치찜', '깍두기', '시금치된장국', '잡곡밥', '쫑상추무침', '맛살냉채', '쌀밥']"
508,2018-02-26,"['치커리무침', '황태국', '잡곡밥', '새송이버섯전', '포기김치', '쌀밥', '소고기숙주볶음']"
509,2018-02-27,"['돼지갈비찜', '잡곡밥', '마늘쫑볶음', '아욱된장국', '곰피초장', '포기김치', '쌀밥']"
510,2018-02-28,"['곤드레밥*강된장', '치킨핑거*요거트소스', '콩조림', '배추겉절이', '도토리묵무침', '어묵국']"
511,2018-03-02,"['차돌박이된장찌개', '오징어숙회무침', '보름나물', '구이김', '부럼', '조기구이', '포기김치', '오곡밥', '쌀밥']"
512,2018-03-05,"['알타리김치', '해파리냉채', '소고기장조림', '잡곡밥', '청경채생채', '해물순두부찌개', '쌀밥']"
513,2018-03-06,"['닭강정', '치킨무', '해물파전', '단배추나물', '근대된장국', '잡곡밥', '포기김치', '쌀밥']"
514,2018-03-07,"['콩나물밥', '깍두기', '가쯔오국', '떡잡채', '얼갈이나물', '삼치구이']"
515,2018-03-08,"['오리불고기', '탕평채', '간장깻잎지', '잡곡밥', '포기김치', '홍합탕', '쌀밥']"
516,2018-03-09,"['쇠고기샤브국', '잡곡밥', '주꾸미볶음', '두부새싹구이', '참나물무침', '포기김치', '쌀밥']"
517,2018-03-12,"['부추생채', '버섯불고기', '잡곡밥', '배추된장국', '시금치프리타타', '포기김치', '쌀밥']"
518,2018-03-13,"['우엉잡채', '미트볼케찹조림', '가지나물', '잡곡밥', '쇠고기무국', '포기김치', '쌀밥']"
519,2018-03-14,"['깍두기', '두부*김치볶음', '시금치된장국', '시래기지짐', '잡곡밥', '탕수어', '쌀밥']"
520,2018-03-15,"['어묵볶음', '닭데리야끼조림', '잡곡밥', '숙주나물', '동태탕', '포기김치', '쌀밥']"
521,2018-03-16,"['동그랑땡전', '세발나물', '잡곡밥', '얼갈이국', '오징어볶음', '배추겉절이', '쌀밥']"
522,2018-03-19,"['골뱅이무침*소면', '잡곡밥', '돈육간장볶음', '무나물', '포기김치', '쌀밥', '어묵국']"
523,2018-03-20,"['된장찌개', '잡곡밥', '견과류조림', '해물누룽지탕', '고기전', '포기김치', '쌀밥']"
524,2018-03-21,"['양배추쌈*쌈장', '잡곡밥', '닭볶음탕', '도토리묵무침', '쇠고기미역국', '포기김치', '쌀밥']"
525,2018-03-22,"['깍두기', '우거지해장국', '잡곡밥', '코다리강정', '계란말이', '청경채나물', '쌀밥']"
526,2018-03-23,"['메추리알곤약조림', '열무된장국', '잡곡밥', '참나물생채', '수제돈까스', '포기김치', '쌀밥']"
527,2018-03-26,"['치커리사과무침', '새송이버섯조림', '잡곡밥', '차돌박이찌개', '포기김치', '닭갈비', '쌀밥']"
528,2018-03-27,"['알타리김치', '등갈비김치찜', '콩나물국', '잡곡밥', '부추전', '흑임자연근샐러드', '쌀밥']"
529,2018-03-28,"['유부장국', '유린기', '단호박카레라이스', '오복지', '볼어묵볶음', '포기김치']"
530,2018-03-29,"['얼큰소고기국', '잡곡밥', '계란찜', '숙주나물', '고추잡채*꽃빵', '포기김치', '쌀밥']"
531,2018-03-30,"['참치김치찌개', '미니함박조림', '깍두기', '잡곡밥', '취나물무침', '주꾸미볶음', '쌀밥']"
532,2018-04-02,"['알타리김치', '비엔나간장볶음', '아삭고추무침', '잡곡밥', '소고기낙지볶음', '들깨버섯국', '쌀밥']"
533,2018-04-03,"['언양식불고기', '잡곡밥', '쑥갓두부무침', '동태매운탕', '포기김치', '잡채', '쌀밥']"
534,2018-04-04,"['시저샐러드', '곤드레밥*강된장', '오징어숙회무침', '가쯔오장국', '닭오븐구이', '포기김치']"
535,2018-04-05,"['쑥된장국', '오이도라지생채', '잡곡밥', '류산슬', '오꼬노미야끼계란말이', '포기김치', '쌀밥']"
536,2018-04-06,"['열무김치', '잡곡밥', '수제비국', '연두부*달래장', '양념치킨', '진미채무침', '쌀밥']"
537,2018-04-09,"['해파리냉채', '모듬쌈', '콩나물국', '잡곡밥', '제육볶음', '포기김치', '쌀밥']"
538,2018-04-10,"['홍어채무침', '알타리김치', '소고기장조림', '잡곡밥', '참나물땅콩무침', '민물새우찌개', '쌀밥']"
539,2018-04-11,"['아욱국', '해초무침', '새싹두부구이', '잡곡밥', '오징어볶음', '배추겉절이', '쌀밥']"
540,2018-04-12,"['코다리양념조림', '순두부찌개', '잡곡밥', '모듬소시지구이', '청경채사과무침', '포기김치', '쌀밥']"
541,2018-04-13,"['부추생채', '열무김치', '안동찜닭', '잡곡밥', '해물김치전', '근대국', '쌀밥']"
542,2018-04-16,"['잡곡밥', '배추된장국', '짬뽕불고기', '버섯잡채', '포기김치', '청포묵무침', '쌀밥']"
543,2018-04-17,"['쌈무', '잡곡밥', '배추겉절이', '훈제오리구이', '두부조림', '양파절임', '무채국', '쌀밥']"
544,2018-04-18,"['콩나물밥', '치킨핑거', '열무된장국', '오이미역무침', '궁중떡볶음', '포기김치']"
545,2018-04-19,"['실곤약초무침', '알탕', '가지나물', '잡곡밥', '돈육간장볶음', '포기김치', '쌀밥']"
546,2018-04-20,"['알타리김치', '잡곡밥', '쫑상추무침', '돈육김치찌개', '야채계란찜', '가자미카레튀김', '쌀밥']"
547,2018-04-23,"['콩나물국', '잡곡밥', '류산슬', '오이도라지무침', '계란말이', '포기김치', '쌀밥']"
548,2018-04-24,"['청경채새송이볶음', '꽁치김치말이', '잡곡밥', '깐풍기', '쇠고기미역국', '포기김치', '쌀밥']"
549,2018-04-25,"['유부장국', '비빔밥', '요플레', '떡밤초', '포기김치', '오징어튀김']"
550,2018-04-26,"['시래기국', '잡곡밥', '닭매운찜', '호박전', '포기김치', '쑥갓두부무침', '쌀밥']"
551,2018-04-27,"['알타리김치', '순두부찌개', '잡곡밥', '쫄면무침', '상추부추생채', '삼겹살구이', '쌀밥']"
552,2018-04-30,"['치커리무침', '닭데리야끼조림', '잡곡밥', '꽃맛살볶음', '포기김치', '쌀밥', '어묵국']"
553,2018-05-02,"['양장피잡채', '오꼬노미야끼', '유부장국', '김치제육덮밥', '알타리김치', '오렌지']"
554,2018-05-03,"['어묵볶음', '도토리묵냉국', '오이미역무침', '열무김치', '잡곡밥', '수제돈까스*칠리소스', '쌀밥']"
555,2018-05-04,"['콩나물제육볶음', '무청된장국', '잡곡밥', '취나물무침', '임연수구이', '포기김치', '쌀밥']"
556,2018-05-08,"['버섯불고기', '잡곡밥', '배추된장국', '시금치프리타타', '무생채', '포기김치', '쌀밥']"
557,2018-05-09,"['우엉잡채', '도라지무침', '열무김치', '잡곡밥', '돈육김치찌개', '탕수어', '쌀밥']"
558,2018-05-10,"['돈육굴소스볶음', '양배추쌈*쌈장', '잡곡밥', '해파리겨자채', '근대국', '포기김치', '쌀밥']"
559,2018-05-11,"['미역줄기볶음', '잡곡밥', '오징어볶음', '배추겉절이', '두부계란부침', '쌀밥', '소고기무국']"
560,2018-05-14,"['시금치된장국', '잡곡밥', '무쌈', '실곤약무침', '훈제오리구이', '양파절임', '포기김치', '쌀밥']"
561,2018-05-15,"['등갈비김치찜', '열무김치', '잡곡밥', '새송이버섯전', '참나물생채', '얼갈이된장국', '쌀밥']"
562,2018-05-16,"['카레덮밥', '맑은국', '고구마치즈구이', '오이무침', '어묵꽈리고추볶음', '포기김치']"
563,2018-05-17,"['탕평채', '콩나물국', '잡곡밥', '닭볶음탕', '영양부추무침', '포기김치', '쌀밥']"
564,2018-05-18,"['동그랑땡전', '차돌박이된장찌개', '양념깻잎지', '잡곡밥', '주꾸미볶음', '포기김치', '쌀밥']"
565,2018-05-21,"['시래기들깨탕', '잡곡밥', '멸치볶음', '짬뽕불고기', '포기김치', '상추파무침', '쌀밥']"
566,2018-05-23,"['마늘치킨', '곤드레밥*강된장', '고추지무침', '오징어&브로컬리*초장', '얼갈이된장국', '포기김치']"
567,2018-05-24,"['돼지갈비찜', '두부구이', '잡곡밥', '조랭이떡국', '치커리생채', '포기김치', '쌀밥']"
568,2018-05-25,"['떡갈비조림', '사과오이냉국', '잡곡밥', '포기김치', '쌀밥', '청경채무침', '꽁치오븐구이']"
569,2018-05-28,"['두부양념조림', '잡곡밥', '모듬쌈*쌈장', '제육볶음', '포기김치', '미역국', '쌀밥']"
570,2018-05-29,"['알타리김치', '잡곡밥', '올방개묵무침', '해물청경채볶음', '버섯잡채', '김치찌개', '쌀밥']"
571,2018-05-30,"['콩나물밥', '유부장국', '수제돈가스', '파스타샐러드', '무생채', '포기김치']"
572,2018-05-31,"['메밀부추전', '오징어국', '동파삼겹수육', '잡곡밥', '깻잎지', '포기김치', '쌀밥']"
573,2018-06-01,"['명태양념조림', '치킨핑거', '우거지해장국', '잡곡밥', '오이생채', '포기김치', '쌀밥']"
574,2018-06-04,"['알타리김치', '부추생채', '콩나물국', '잡곡밥', '돈육간장볶음', '계란말이', '쌀밥']"
575,2018-06-05,"['취나물', '된장찌개', '잡곡밥', '해파리겨자채', '포기김치', '닭갈비', '쌀밥']"
576,2018-06-07,"['갈치구이', '순두부찌개', '잡곡밥', '도라지생채', '고추잡채*꽃빵', '포기김치', '쌀밥']"
577,2018-06-08,"['잡곡밥', '완자전', '마늘쫑볶음', '배추겉절이', '대구매운탕', '곤약메추리알조림', '쌀밥']"
578,2018-06-11,"['골뱅이무침*소면', '버섯불고기', '잡곡밥', '배추된장국', '포기김치', '콩나물무침', '쌀밥']"
579,2018-06-12,"['알타리김치', '육개장', '잡곡밥', '고등어김치말이', '모듬소시지구이', '청경채무침', '쌀밥']"
580,2018-06-14,"['카레감자채볶음', '호박나물', '잡곡밥', '근대국', '포기김치', '쌀밥', '순살파닭']"
581,2018-06-15,"['브로컬리맛살볶음', '연두부*양념장', '잡곡밥', '오징어볶음', '배추겉절이', '부대찌개', '쌀밥']"
582,2018-06-18,"['잡곡밥', '쫄면무침', '무쌈', '훈제오리구이', '양파절임', '포기김치', '미역국', '쌀밥']"
583,2018-06-19,"['아삭고추무침', '잡곡밥', '삼치데리야끼', '꽃게탕', '비엔나케찹볶음', '포기김치', '쌀밥']"
584,2018-06-20,"['땅콩조림', '팽이장국', '깍두기', '방울토마토', '열무비빔밥', '미니채소떡갈비']"
585,2018-06-21,"['오이냉국', '잡곡밥', '짬뽕불고기', '명란계란말이', '포기김치', '상추파무침', '쌀밥']"
586,2018-06-22,"['잡곡밥', '코다리강정', '닭개장', '도토리묵무침', '포기김치', '잡채', '쌀밥']"
587,2018-06-25,"['해초무침', '잡곡밥', '시금치프리타타', '포기김치', '쌀밥', '닭갈비', '어묵국']"
588,2018-06-26,"['열무김치', '잡곡밥', '류산슬', '영양부추무침', '돈육김치찌개', '생선커틀릿*탈탈소스', '쌀밥']"
589,2018-06-27,"['카레덮밥', '가쯔오장국', '*발사믹소스', '깐풍육', '구운채소', '오복지무침', '포기김치']"
590,2018-06-28,"['매운돼지갈비찜', '메추리알곤약조림', '잡곡밥', '도라지오이생채', '포기김치', '들깨버섯국', '쌀밥']"
591,2018-06-29,"['육개장', '잡곡밥', '메밀전병만두', '올방개묵무침', '동태무조림', '포기김치', '쌀밥']"
592,2018-07-02,"['유자청제육볶음', '콩나물국', '잡곡밥', '계란말이', '미역줄기볶음', '포기김치', '쌀밥']"
593,2018-07-03,"['홍어채무침', '알타리김치', '아욱국', '소고기장조림', '가지나물', '잡곡밥', '쌀밥']"
594,2018-07-04,"['맑은국', '오이무침', '찐옥수수', '탕수어', '포기김치', '곤드레밥*양념장']"
595,2018-07-05,"['해물파전', '도라지나물', '잡곡밥', '닭볶음탕', '근대국', '포기김치', '쌀밥']"
596,2018-07-06,"['도토리묵냉국', '매운어묵볶음', '동파삼겹수육', '잡곡밥', '배추겉절이', '쫑상추무침', '쌀밥']"
597,2018-07-09,"['브로컬리오징어숙회', '고추장찌개', '돈육굴소스볶음', '잡곡밥', '숙주나물', '포기김치', '쌀밥']"
598,2018-07-10,"['우엉잡채', '열무김치', '쌈무', '잡곡밥', '훈제오리구이', '양파절임', '쇠고기매운국', '쌀밥']"
599,2018-07-11,"['미소장국', '견과류조림', '나물비빔밥', '과일샐러드', '포기김치', '오징어튀김']"
600,2018-07-12,"['호박잎된장찌개', '잡곡밥', '도토리묵*양념장', '깐풍기', '해파리겨자채', '포기김치', '쌀밥']"
601,2018-07-13,"['알타리김치', '등갈비김치찜', '연두부*양념장', '잡곡밥', '쌀밥', '콩나물무침', '어묵국']"
602,2018-07-16,"['동그랑땡전', '된장찌개', '잡곡밥', '실곤약야채무침', '소불고기', '포기김치', '쌀밥']"
603,2018-07-17,"['석박지', '찹쌀밥', '참나물생채', '생야채', '수박', '삼계탕']"
604,2018-07-18,"['해물까스*칠리소스', '콩나물밥', '유부장국', '메추리알조림', '배추겉절이', '찐햇감자']"
605,2018-07-19,"['안동찜닭', '잡곡밥', '해물순두부찌개', '부추전', '포기김치', '청경채무침', '쌀밥']"
606,2018-07-20,"['유자청제육볶음', '호박잎*양배추쌈', '잡곡밥', '통도라지구이', '우무콩국', '포기김치', '쌀밥']"
607,2018-07-23,"['돈육굴소스볶음', '간장깻잎지', '잡곡밥', '오징어야채무침', '포기김치', '쌀밥', '어묵국']"
608,2018-07-24,"['우거지해장국', '아삭고추무침', '잡곡밥', '삼치양념구이', '함박스테이크', '포기김치', '쌀밥']"
609,2018-07-25,"['쇠고기샤브국', '오이사과생채', '잡곡밥', '유린기', '사각어묵볶음', '포기김치', '쌀밥']"
610,2018-07-26,"['콩나물냉채', '매운돼지갈비찜', '잡곡밥', '오이지냉국', '참나물땅콩무침', '포기김치', '쌀밥']"
611,2018-07-27,"['치커리유자청무침', '잡곡밥', '새송이버섯전', '주꾸미떡볶음', '닭곰탕', '포기김치', '쌀밥']"
612,2018-07-30,"['잡곡밥', '시금치프리타타', '도라지오이생채', '근대국', '포기김치', '닭갈비', '쌀밥']"
613,2018-07-31,"['콩나물국', '잡곡밥', '가지나물', '짬뽕불고기', '버섯잡채', '포기김치', '쌀밥']"
614,2018-08-01,"['카레덮밥', '떡갈비조림', '감자만두', '가쯔오장국', '오복지', '포기김치', '과일']"
615,2018-08-02,"['열무김치', '잡곡밥', '옥수수전', '돈육김치찌개', '갈치양념조림', '청경채사과무침', '쌀밥']"
616,2018-08-03,"['브로컬리*초장', '잡곡밥', '꽈리고추어묵조림', '닭오븐구이', '연두부탕', '포기김치', '쌀밥']"
617,2018-08-06,"['알타리김치', '골뱅이무침*소면', '호박나물', '잡곡밥', '소불고기', '콩나물김치국', '쌀밥']"
618,2018-08-07,"['잡곡밥', '닭살겨자냉채', '오징어볶음', '얼갈이된장국', '미역줄기볶음', '포기김치', '쌀밥']"
619,2018-08-08,"['꽃맛살샐러드', '맑은국', '깐풍육', '찐옥수수', '포기김치', '열무보리비빔밥']"
620,2018-08-09,"['미역오이냉국', '온두부', '양념깻잎지', '잡곡밥', '볶음김치', '돈육장조림', '쌀밥']"
621,2018-08-10,"['미트볼케찹조림', '굴비구이', '된장찌개', '잡곡밥', '사과맛살초무침', '포기김치', '쌀밥']"
622,2018-08-13,"['포기김치', '잡곡밥', '계란찜', '제육볶음', '참나물무침', '들깨버섯국', '쌀밥']"
623,2018-08-14,"['해초무침', '차돌박이된장찌개', '열무김치', '잡곡밥', '해물누룽지탕', '쫄면야채무침', '쌀밥']"
624,2018-08-16,"['동태포전', '아삭고추무침', '잡곡밥', '닭개장', '주꾸미굴소스볶음', '포기김치', '쌀밥']"
625,2018-08-17,"['알탕', '잡곡밥', '두부오꼬노미야끼', '쇠고기단호박조림', '포기김치', '콩나물무침', '쌀밥']"
626,2018-08-20,"['시금치된장국', '잡곡밥', '무쌈', '실곤약무침', '훈제오리구이', '양파절임', '포기김치', '쌀밥']"
627,2018-08-21,"['소고기불고기', '도라지나물', '열무김치', '잡곡밥', '양념두부조림', '미역국', '쌀밥']"
628,2018-08-22,"['미소장국', '비빔밥', '해물까스', '영양모듬견과', '포기김치', '궁중떡볶이']"
629,2018-08-23,"['꽁치레몬구이', '된장찌개', '잡곡밥', '무생채', '동그랑땡', '포기김치', '쌀밥']"
630,2018-08-24,"['마늘치킨', '잡곡밥', '계란말이', '우무묵냉국', '치커리생채', '포기김치', '쌀밥']"
631,2018-08-27,"['홍어채무침', '어묵볶음', '돈육간장불고기', '잡곡밥', '배추된장국', '포기김치', '쌀밥']"
632,2018-08-28,"['쇠고기샤브국', '잡곡밥', '쫄면무침', '참나물땅콩무침', '탕수어', '포기김치', '쌀밥']"
633,2018-08-29,"['콩나물밥', '치킨핑거', '팽이장국', '메추리알조림', '배추겉절이', '과일샐러드']"
634,2018-08-30,"['마파두부', '잡곡밥', '근대국', '모듬장조림', '포기김치', '숙주나물', '쌀밥']"
